Day fraction since midnight on 	Accumulator Pressure (Pa)	DO probe (mg/L)	Source Pressure (Pa)	air valve control ()
0.654325679	16018.27832	0.467110813	29362.52148	0.043304821
0.654337263	16045.74902	0.469172418	29463.16602	0.043234998
0.654348843	16008.66895	0.473457873	29463.16602	0.043173992
0.65436042	16005.51367	0.477384239	29463.16602	0.04316024
0.654371968	16008.26953	0.480782032	29463.16602	0.043162556
0.654383546	16015.92285	0.483672142	29463.16602	0.043142968
0.654395113	16040.25195	0.477875441	29520.35938	0.043091013
0.654406707	16065.8916	0.473639995	29520.35938	0.043100612
0.654418264	16021.18164	0.492326856	29520.35938	0.043037417
0.654429838	16036.03613	0.492944062	29520.35938	0.043091494
0.654441419	16031.33496	0.491791695	29520.35938	0.043031388
0.654452981	16081.26758	0.49325189	29624.66406	0.042992783
0.654464557	16013.95898	0.496528	29624.66406	0.042876861
0.654476158	16013.16211	0.496380717	29624.66406	0.042875072
0.65448773	16019.09766	0.497049779	29624.66406	0.042880841
0.654499274	16045.6416	0.498829335	29624.66406	0.042944613
0.65451085	16034.25781	0.498906553	29731.18359	0.042736638
0.654522437	16064.11133	0.502919614	29731.18359	0.042790064
0.654534019	16036.99414	0.49279958	29731.18359	0.042726829
0.654545599	16070.80176	0.507931054	29731.18359	0.042785014
0.654557159	16014.00195	0.500295281	29731.18359	0.042722814
0.654568719	16040.42188	0.509973466	29918.4668	0.0424046
0.654580297	16057.45898	0.509863854	29918.4668	0.042478383
0.654591876	16021.68262	0.513170779	29918.4668	0.042389667
0.654603462	16040.00293	0.509057224	29918.4668	0.042412735
0.654615043	16048.02441	0.513268709	29918.4668	0.04241298
0.6546266	16057.58887	0.513397336	30061.03906	0.04223129
0.654638178	16035.78516	0.513694406	30061.03906	0.042171129
0.654649743	16056.74316	0.512752295	30061.03906	0.042219336
0.654661326	16030.67578	0.510815442	30061.03906	0.042197193
0.654672913	16051.52637	0.516599953	30061.03906	0.042165552
0.654684482	16031.89063	0.515653431	30245.96484	0.041923729
0.654696048	15988.85742	0.516776323	30245.96484	0.041804027
0.654707617	16020.00977	0.516165912	30245.96484	0.041878154
0.654719188	16054.61914	0.515735626	30245.96484	0.041908937
0.654730768	16074.72363	0.517305851	30245.96484	0.04200844
0.654742335	16071.44727	0.516629696	30392.54688	0.041744125
0.654753918	16054.29395	0.51871407	30392.54688	0.041675977
0.654765501	16011.47266	0.518399417	30392.54688	0.04162661
0.654777085	16010.0752	0.519499421	30392.54688	0.041665752
0.654788644	16025.56543	0.519253135	30392.54688	0.04163848
0.654800217	16053.41016	0.520290017	30571.53711	0.041433532
0.654811787	16070.5625	0.518407822	30571.53711	0.041403685
0.654823374	16033.99707	0.520705164	30571.53711	0.041394707
0.654834943	16068.1582	0.519873858	30571.53711	0.041422555
0.654846516	16047.74414	0.519352317	30571.53711	0.041374399
0.654858091	16056.72559	0.520232976	30703.3457	0.041261245
0.654869645	16067.29199	0.520811856	30703.3457	0.041300218
0.654881239	16044.60449	0.520918667	30703.3457	0.041155269
0.654892811	16038.88965	0.520129442	30703.3457	0.041216705
0.654904378	16024.45996	0.521703064	30703.3457	0.041197032
0.654915958	16058.38281	0.520550489	30766.18945	0.041075736
0.654927538	16047.44922	0.521492481	30766.18945	0.041159817
0.65493909	16076.7041	0.521073759	30766.18945	0.041131384
0.654950695	16006.04785	0.521650434	30766.18945	0.041091002
0.654962266	16062.88867	0.521388888	30766.18945	0.041168675
0.654973815	16059.97559	0.52159822	30790.16602	0.041089148
0.654985426	16038.1875	0.52212137	30790.16602	0.041090904
0.654996966	16046.98535	0.521598637	30790.16602	0.041124098
0.655008538	16073.49512	0.522382677	30790.16602	0.04113291
0.65502014	16063.53613	0.522329748	30790.16602	0.041094042
0.655031701	16044.44043	0.522645712	30856.13672	0.040933607
0.655043257	16044.59863	0.522905171	30856.13672	0.041031282
0.655054844	16107.75879	0.52389884	30856.13672	0.041118451
0.65506641	16088.20117	0.522069097	30856.13672	0.041030161
0.655077999	16039.89746	0.523114145	30856.13672	0.041014236
0.655089581	16053.79297	0.52264601	30898.61133	0.040933499
0.655101131	16053.34375	0.522382975	30898.61133	0.040968202
0.655112711	16072.86133	0.523116529	30898.61133	0.04097973
0.655124276	16062.61621	0.523845255	30898.61133	0.040958062
0.655135866	16036.98633	0.52269727	30898.61133	0.040934873
0.655147436	16066.67773	0.522696555	30974.61328	0.040864253
0.655159006	16090.43555	0.522852063	30974.61328	0.040899054
0.655170578	16069.80371	0.523378968	30974.61328	0.040830496
0.655182168	16052.82129	0.523792923	30974.61328	0.040811973
0.655193732	16058.74121	0.523640215	30974.61328	0.040820095
0.65520531	16038.4541	0.524161339	31011.38086	0.040811941
0.65521688	16053.36523	0.523485124	31011.38086	0.040750492
0.655228441	16071.58789	0.524674535	31011.38086	0.040781176
0.655240022	16080.92773	0.525422394	31011.38086	0.040830336
0.655251594	16075.78223	0.525309622	31011.38086	0.040771234
0.655263182	16089.70117	0.526046157	31073.50977	0.040697185
0.655274746	16055.00391	0.526895642	31073.50977	0.040708734
0.655286312	16062.58496	0.526206553	31073.50977	0.040696001
0.655297896	16110.27637	0.534466744	31073.50977	0.040784668
0.655309487	16015.66113	0.524837971	31073.50977	0.040628246
0.655321037	16081.68652	0.526670218	31095.01758	0.040715131
0.65533262	16059.05957	0.526827276	31095.01758	0.040663244
